setid,Temperature (K),Pressure (kPa),Wavelength (nm),Refractive index (Na D-line),reference,phases,IL_ID,IL_SMILES,IL_name,IL_cation_SMILES,IL_anion_SMILES,IL_component_number,Record_ID,Contains_Metal,Standardized_IL_SMILES,Changes
xQSnz,298.15,101.325,,1.51902,Gomez et al. (2010c),Liquid,AAsslm,CCc1cccc[n+]1C.COS(=O)(=O)[O-],2-ethyl-1-methylpyridinium methyl sulfate,CCc1cccc[n+]1C,COS(=O)(=O)[O-],2,2342,False,CCc1cccc[n+]1C.COS(=O)(=O)[O-],No changes
xQSnz,303.15,101.325,,1.5177,Gomez et al. (2010c),Liquid,AAsslm,CCc1cccc[n+]1C.COS(=O)(=O)[O-],2-ethyl-1-methylpyridinium methyl sulfate,CCc1cccc[n+]1C,COS(=O)(=O)[O-],2,2343,False,CCc1cccc[n+]1C.COS(=O)(=O)[O-],No changes
xQSnz,308.15,101.325,,1.5164,Gomez et al. (2010c),Liquid,AAsslm,CCc1cccc[n+]1C.COS(=O)(=O)[O-],2-ethyl-1-methylpyridinium methyl sulfate,CCc1cccc[n+]1C,COS(=O)(=O)[O-],2,2344,False,CCc1cccc[n+]1C.COS(=O)(=O)[O-],No changes
xQSnz,313.15,101.325,,1.51508,Gomez et al. (2010c),Liquid,AAsslm,CCc1cccc[n+]1C.COS(=O)(=O)[O-],2-ethyl-1-methylpyridinium methyl sulfate,CCc1cccc[n+]1C,COS(=O)(=O)[O-],2,2345,False,CCc1cccc[n+]1C.COS(=O)(=O)[O-],No changes
xQSnz,318.15,101.325,,1.51374,Gomez et al. (2010c),Liquid,AAsslm,CCc1cccc[n+]1C.COS(=O)(=O)[O-],2-ethyl-1-methylpyridinium methyl sulfate,CCc1cccc[n+]1C,COS(=O)(=O)[O-],2,2346,False,CCc1cccc[n+]1C.COS(=O)(=O)[O-],No changes
xQSnz,323.15,101.325,,1.51245,Gomez et al. (2010c),Liquid,AAsslm,CCc1cccc[n+]1C.COS(=O)(=O)[O-],2-ethyl-1-methylpyridinium methyl sulfate,CCc1cccc[n+]1C,COS(=O)(=O)[O-],2,2347,False,CCc1cccc[n+]1C.COS(=O)(=O)[O-],No changes
xQSnz,328.15,101.325,,1.51115,Gomez et al. (2010c),Liquid,AAsslm,CCc1cccc[n+]1C.COS(=O)(=O)[O-],2-ethyl-1-methylpyridinium methyl sulfate,CCc1cccc[n+]1C,COS(=O)(=O)[O-],2,2348,False,CCc1cccc[n+]1C.COS(=O)(=O)[O-],No changes
xQSnz,333.15,101.325,,1.50982,Gomez et al. (2010c),Liquid,AAsslm,CCc1cccc[n+]1C.COS(=O)(=O)[O-],2-ethyl-1-methylpyridinium methyl sulfate,CCc1cccc[n+]1C,COS(=O)(=O)[O-],2,2349,False,CCc1cccc[n+]1C.COS(=O)(=O)[O-],No changes
xQSnz,338.15,101.325,,1.50852,Gomez et al. (2010c),Liquid,AAsslm,CCc1cccc[n+]1C.COS(=O)(=O)[O-],2-ethyl-1-methylpyridinium methyl sulfate,CCc1cccc[n+]1C,COS(=O)(=O)[O-],2,2350,False,CCc1cccc[n+]1C.COS(=O)(=O)[O-],No changes
xQSnz,343.15,101.325,,1.50722,Gomez et al. (2010c),Liquid,AAsslm,CCc1cccc[n+]1C.COS(=O)(=O)[O-],2-ethyl-1-methylpyridinium methyl sulfate,CCc1cccc[n+]1C,COS(=O)(=O)[O-],2,2351,False,CCc1cccc[n+]1C.COS(=O)(=O)[O-],No changes
IuWdL,293.15,101.325,,1.5147,Gomez et al. (2010c),Liquid,AAqIgw,Cc1ccc[n+](C)c1.COS(=O)(=O)[O-],"1,3-dimethylpyridinium methyl sulfate",Cc1ccc[n+](C)c1,COS(=O)(=O)[O-],2,2352,False,Cc1ccc[n+](C)c1.COS(=O)(=O)[O-],No changes
IuWdL,298.15,101.325,,1.5133,Gomez et al. (2010c),Liquid,AAqIgw,Cc1ccc[n+](C)c1.COS(=O)(=O)[O-],"1,3-dimethylpyridinium methyl sulfate",Cc1ccc[n+](C)c1,COS(=O)(=O)[O-],2,2353,False,Cc1ccc[n+](C)c1.COS(=O)(=O)[O-],No changes
IuWdL,303.15,101.325,,1.51184,Gomez et al. (2010c),Liquid,AAqIgw,Cc1ccc[n+](C)c1.COS(=O)(=O)[O-],"1,3-dimethylpyridinium methyl sulfate",Cc1ccc[n+](C)c1,COS(=O)(=O)[O-],2,2354,False,Cc1ccc[n+](C)c1.COS(=O)(=O)[O-],No changes
IuWdL,308.15,101.325,,1.51051,Gomez et al. (2010c),Liquid,AAqIgw,Cc1ccc[n+](C)c1.COS(=O)(=O)[O-],"1,3-dimethylpyridinium methyl sulfate",Cc1ccc[n+](C)c1,COS(=O)(=O)[O-],2,2355,False,Cc1ccc[n+](C)c1.COS(=O)(=O)[O-],No changes
IuWdL,313.15,101.325,,1.50911,Gomez et al. (2010c),Liquid,AAqIgw,Cc1ccc[n+](C)c1.COS(=O)(=O)[O-],"1,3-dimethylpyridinium methyl sulfate",Cc1ccc[n+](C)c1,COS(=O)(=O)[O-],2,2356,False,Cc1ccc[n+](C)c1.COS(=O)(=O)[O-],No changes
IuWdL,318.15,101.325,,1.5077,Gomez et al. (2010c),Liquid,AAqIgw,Cc1ccc[n+](C)c1.COS(=O)(=O)[O-],"1,3-dimethylpyridinium methyl sulfate",Cc1ccc[n+](C)c1,COS(=O)(=O)[O-],2,2357,False,Cc1ccc[n+](C)c1.COS(=O)(=O)[O-],No changes
IuWdL,323.15,101.325,,1.5062,Gomez et al. (2010c),Liquid,AAqIgw,Cc1ccc[n+](C)c1.COS(=O)(=O)[O-],"1,3-dimethylpyridinium methyl sulfate",Cc1ccc[n+](C)c1,COS(=O)(=O)[O-],2,2358,False,Cc1ccc[n+](C)c1.COS(=O)(=O)[O-],No changes
IuWdL,328.15,101.325,,1.50472,Gomez et al. (2010c),Liquid,AAqIgw,Cc1ccc[n+](C)c1.COS(=O)(=O)[O-],"1,3-dimethylpyridinium methyl sulfate",Cc1ccc[n+](C)c1,COS(=O)(=O)[O-],2,2359,False,Cc1ccc[n+](C)c1.COS(=O)(=O)[O-],No changes
IuWdL,333.15,101.325,,1.50331,Gomez et al. (2010c),Liquid,AAqIgw,Cc1ccc[n+](C)c1.COS(=O)(=O)[O-],"1,3-dimethylpyridinium methyl sulfate",Cc1ccc[n+](C)c1,COS(=O)(=O)[O-],2,2360,False,Cc1ccc[n+](C)c1.COS(=O)(=O)[O-],No changes
IuWdL,338.15,101.325,,1.50193,Gomez et al. (2010c),Liquid,AAqIgw,Cc1ccc[n+](C)c1.COS(=O)(=O)[O-],"1,3-dimethylpyridinium methyl sulfate",Cc1ccc[n+](C)c1,COS(=O)(=O)[O-],2,2361,False,Cc1ccc[n+](C)c1.COS(=O)(=O)[O-],No changes
IuWdL,343.15,101.325,,1.50046,Gomez et al. (2010c),Liquid,AAqIgw,Cc1ccc[n+](C)c1.COS(=O)(=O)[O-],"1,3-dimethylpyridinium methyl sulfate",Cc1ccc[n+](C)c1,COS(=O)(=O)[O-],2,2362,False,Cc1ccc[n+](C)c1.COS(=O)(=O)[O-],No changes
krqyV,293.15,101.325,,1.42669,Gomez et al. (2012),Liquid,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,CCCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2,2363,False,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,No changes
krqyV,298.15,101.325,,1.42525,Gomez et al. (2012),Liquid,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,CCCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2,2364,False,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,No changes
krqyV,303.15,101.325,,1.42378,Gomez et al. (2012),Liquid,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,CCCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2,2365,False,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,No changes
krqyV,308.15,101.325,,1.42224,Gomez et al. (2012),Liquid,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,CCCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2,2366,False,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,No changes
krqyV,313.15,101.325,,1.42076,Gomez et al. (2012),Liquid,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,CCCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2,2367,False,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,No changes
krqyV,318.15,101.325,,1.41926,Gomez et al. (2012),Liquid,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,CCCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2,2368,False,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,No changes
krqyV,323.15,101.325,,1.41776,Gomez et al. (2012),Liquid,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,CCCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2,2369,False,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,No changes
krqyV,328.15,101.325,,1.41625,Gomez et al. (2012),Liquid,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,CCCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2,2370,False,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,No changes
krqyV,333.15,101.325,,1.41479,Gomez et al. (2012),Liquid,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,CCCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2,2371,False,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,No changes
krqyV,338.15,101.325,,1.41334,Gomez et al. (2012),Liquid,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,CCCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2,2372,False,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,No changes
krqyV,343.15,101.325,,1.41185,Gomez et al. (2012),Liquid,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,CCCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2,2373,False,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,No changes
ulqUu,293.15,100.0,,1.42208,Gonzalez and Gonzalez (2014),Liquid,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,CCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2,2374,False,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,No changes
ulqUu,298.15,100.0,,1.42069,Gonzalez and Gonzalez (2014),Liquid,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,CCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2,2375,False,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,No changes
ulqUu,303.15,100.0,,1.41928,Gonzalez and Gonzalez (2014),Liquid,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,CCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2,2376,False,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,No changes
ulqUu,308.15,100.0,,1.41787,Gonzalez and Gonzalez (2014),Liquid,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,CCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2,2377,False,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,No changes
ulqUu,313.15,100.0,,1.41644,Gonzalez and Gonzalez (2014),Liquid,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,CCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2,2378,False,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,No changes
ulqUu,318.15,100.0,,1.415,Gonzalez and Gonzalez (2014),Liquid,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,CCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2,2379,False,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,No changes
ulqUu,323.15,100.0,,1.41354,Gonzalez and Gonzalez (2014),Liquid,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,CCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2,2380,False,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,No changes
ulqUu,328.15,100.0,,1.41212,Gonzalez and Gonzalez (2014),Liquid,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,CCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2,2381,False,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,No changes
ulqUu,333.15,100.0,,1.41073,Gonzalez and Gonzalez (2014),Liquid,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,CCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2,2382,False,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,No changes
ulqUu,338.15,100.0,,1.40932,Gonzalez and Gonzalez (2014),Liquid,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,CCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2,2383,False,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,No changes
ulqUu,343.15,100.0,,1.40796,Gonzalez and Gonzalez (2014),Liquid,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,CCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2,2384,False,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,No changes
FyrFR,298.15,101.325,,1.50252,Gonzalez et al. (2009a),Liquid,AAssoQ,CC[n+]1ccccc1.CCOS(=O)(=O)[O-],1-ethylpyridinium ethyl sulfate,CC[n+]1ccccc1,CCOS(=O)(=O)[O-],2,2385,False,CC[n+]1ccccc1.CCOS(=O)(=O)[O-],No changes
FyrFR,298.15,101.325,,1.50525,Gonzalez et al. (2009a),Liquid,AAssoQ,CC[n+]1ccccc1.CCOS(=O)(=O)[O-],1-ethylpyridinium ethyl sulfate,CC[n+]1ccccc1,CCOS(=O)(=O)[O-],2,2386,False,CC[n+]1ccccc1.CCOS(=O)(=O)[O-],No changes
FyrFR,303.15,101.325,,1.50394,Gonzalez et al. (2009a),Liquid,AAssoQ,CC[n+]1ccccc1.CCOS(=O)(=O)[O-],1-ethylpyridinium ethyl sulfate,CC[n+]1ccccc1,CCOS(=O)(=O)[O-],2,2387,False,CC[n+]1ccccc1.CCOS(=O)(=O)[O-],No changes
FyrFR,308.15,101.325,,1.50258,Gonzalez et al. (2009a),Liquid,AAssoQ,CC[n+]1ccccc1.CCOS(=O)(=O)[O-],1-ethylpyridinium ethyl sulfate,CC[n+]1ccccc1,CCOS(=O)(=O)[O-],2,2388,False,CC[n+]1ccccc1.CCOS(=O)(=O)[O-],No changes
FyrFR,313.15,101.325,,1.5012,Gonzalez et al. (2009a),Liquid,AAssoQ,CC[n+]1ccccc1.CCOS(=O)(=O)[O-],1-ethylpyridinium ethyl sulfate,CC[n+]1ccccc1,CCOS(=O)(=O)[O-],2,2389,False,CC[n+]1ccccc1.CCOS(=O)(=O)[O-],No changes
FyrFR,318.15,101.325,,1.49976,Gonzalez et al. (2009a),Liquid,AAssoQ,CC[n+]1ccccc1.CCOS(=O)(=O)[O-],1-ethylpyridinium ethyl sulfate,CC[n+]1ccccc1,CCOS(=O)(=O)[O-],2,2390,False,CC[n+]1ccccc1.CCOS(=O)(=O)[O-],No changes
FyrFR,323.15,101.325,,1.4985,Gonzalez et al. (2009a),Liquid,AAssoQ,CC[n+]1ccccc1.CCOS(=O)(=O)[O-],1-ethylpyridinium ethyl sulfate,CC[n+]1ccccc1,CCOS(=O)(=O)[O-],2,2391,False,CC[n+]1ccccc1.CCOS(=O)(=O)[O-],No changes
FyrFR,328.15,101.325,,1.4972,Gonzalez et al. (2009a),Liquid,AAssoQ,CC[n+]1ccccc1.CCOS(=O)(=O)[O-],1-ethylpyridinium ethyl sulfate,CC[n+]1ccccc1,CCOS(=O)(=O)[O-],2,2392,False,CC[n+]1ccccc1.CCOS(=O)(=O)[O-],No changes
FyrFR,333.15,101.325,,1.49587,Gonzalez et al. (2009a),Liquid,AAssoQ,CC[n+]1ccccc1.CCOS(=O)(=O)[O-],1-ethylpyridinium ethyl sulfate,CC[n+]1ccccc1,CCOS(=O)(=O)[O-],2,2393,False,CC[n+]1ccccc1.CCOS(=O)(=O)[O-],No changes
FyrFR,338.15,101.325,,1.49454,Gonzalez et al. (2009a),Liquid,AAssoQ,CC[n+]1ccccc1.CCOS(=O)(=O)[O-],1-ethylpyridinium ethyl sulfate,CC[n+]1ccccc1,CCOS(=O)(=O)[O-],2,2394,False,CC[n+]1ccccc1.CCOS(=O)(=O)[O-],No changes
FyrFR,343.15,101.325,,1.49309,Gonzalez et al. (2009a),Liquid,AAssoQ,CC[n+]1ccccc1.CCOS(=O)(=O)[O-],1-ethylpyridinium ethyl sulfate,CC[n+]1ccccc1,CCOS(=O)(=O)[O-],2,2395,False,CC[n+]1ccccc1.CCOS(=O)(=O)[O-],No changes
zztqr,293.15,101.325,,1.44938,Gonzalez et al. (2015b),Liquid,ABZTch,CC[n+]1ccccc1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-2-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,CC[n+]1ccccc1C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2,2396,False,CC[n+]1ccccc1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,No changes
zztqr,298.15,101.325,,1.44789,Gonzalez et al. (2015b),Liquid,ABZTch,CC[n+]1ccccc1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-2-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,CC[n+]1ccccc1C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2,2397,False,CC[n+]1ccccc1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,No changes
zztqr,303.15,101.325,,1.4464,Gonzalez et al. (2015b),Liquid,ABZTch,CC[n+]1ccccc1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-2-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,CC[n+]1ccccc1C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2,2398,False,CC[n+]1ccccc1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,No changes
zztqr,308.15,101.325,,1.44493,Gonzalez et al. (2015b),Liquid,ABZTch,CC[n+]1ccccc1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-2-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,CC[n+]1ccccc1C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2,2399,False,CC[n+]1ccccc1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,No changes
zztqr,313.15,101.325,,1.44343,Gonzalez et al. (2015b),Liquid,ABZTch,CC[n+]1ccccc1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-2-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,CC[n+]1ccccc1C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2,2400,False,CC[n+]1ccccc1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,No changes
zztqr,318.15,101.325,,1.44181,Gonzalez et al. (2015b),Liquid,ABZTch,CC[n+]1ccccc1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-2-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,CC[n+]1ccccc1C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2,2401,False,CC[n+]1ccccc1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,No changes
zztqr,323.15,101.325,,1.44037,Gonzalez et al. (2015b),Liquid,ABZTch,CC[n+]1ccccc1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-2-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,CC[n+]1ccccc1C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2,2402,False,CC[n+]1ccccc1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,No changes
zztqr,328.15,101.325,,1.4388,Gonzalez et al. (2015b),Liquid,ABZTch,CC[n+]1ccccc1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-2-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,CC[n+]1ccccc1C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2,2403,False,CC[n+]1ccccc1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,No changes
zztqr,333.15,101.325,,1.43744,Gonzalez et al. (2015b),Liquid,ABZTch,CC[n+]1ccccc1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-2-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,CC[n+]1ccccc1C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2,2404,False,CC[n+]1ccccc1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,No changes
zztqr,338.15,101.325,,1.43599,Gonzalez et al. (2015b),Liquid,ABZTch,CC[n+]1ccccc1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-2-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,CC[n+]1ccccc1C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2,2405,False,CC[n+]1ccccc1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,No changes
zztqr,343.15,101.325,,1.43454,Gonzalez et al. (2015b),Liquid,ABZTch,CC[n+]1ccccc1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-2-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,CC[n+]1ccccc1C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2,2406,False,CC[n+]1ccccc1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,No changes
